#T	M	U
0.112281	4096.000000	-9000.000000
0.124561	4096.000000	-9000.000000
0.100000	4096.000000	-9000.000000
0.136842	4096.000000	-9000.000000
0.149123	4096.000000	-9000.000000
0.173684	4096.000000	-9000.000000
0.161404	4096.000000	-9000.000000
0.185965	4096.000000	-9000.000000
0.198246	4096.000000	-9000.000000
0.210526	4096.000000	-9000.000000
0.222807	4096.000000	-9000.000000
0.235088	4096.000000	-9000.000000
0.247368	4096.000000	-9000.000000
0.259649	4096.000000	-9000.000000
0.271930	4096.000000	-9000.000000
0.284211	4096.000000	-9000.000000
0.296491	4096.000000	-9000.000000
0.308772	4096.000000	-9000.000000
0.321053	4096.000000	-9000.000000
0.333333	4096.000000	-9000.000000
0.345614	4096.000000	-9000.000000
0.357895	4096.000000	-9000.000000
0.370175	4096.000000	-9000.000000
0.382456	4096.000000	-9000.000000
0.394737	4096.000000	-9000.000000
0.407018	4096.000000	-9000.000000
0.419298	4096.000000	-9000.000000
0.431579	4096.000000	-9000.000000
0.443860	4096.000000	-9000.000000
0.456140	4096.000000	-9000.000000
0.468421	4096.000000	-9000.000000
0.480702	4096.000000	-9000.000000
0.492982	4096.000000	-9000.000000
0.505263	4096.000000	-9000.000000
0.517544	4096.000000	-9000.000000
0.542105	4096.000000	-9000.000000
0.529825	4096.000000	-9000.000000
0.554386	4095.980005	-8999.920000
0.566667	4096.000000	-9000.000000
0.578947	4095.980005	-8999.920000
0.591228	4096.000000	-9000.000000
0.603509	4096.000000	-9000.000000
0.615789	4095.980005	-8999.920000
0.628070	4095.980005	-8999.920000
0.640351	4096.000000	-9000.000000
0.652632	4095.980005	-8999.920000
0.664912	4095.960010	-8999.840000
0.677193	4095.980005	-8999.920000
0.689474	4095.940014	-8999.760000
0.701754	4095.900023	-8999.600000
0.714035	4095.840036	-8999.360000
0.726316	4095.800044	-8999.200000
0.738596	4095.860032	-8999.440000
0.750877	4095.820040	-8999.280000
0.763158	4095.860032	-8999.440000
0.775439	4095.680085	-8998.720000
0.787719	4095.660079	-8998.640000
0.800000	4095.520128	-8992.080000
0.812281	4095.600078	-8998.400000
0.824561	4095.560103	-8998.280000
0.836842	4095.520089	-8998.080000
0.849123	4095.260212	-8997.040000
0.861404	4095.260172	-8997.080000
0.873684	4094.980278	-8995.960000
0.885965	4094.980210	-8996.000000
0.898246	4094.660352	-8994.680000
0.910526	4094.760340	-8995.080000
0.922807	4094.460331	-8993.960000
0.935088	4094.100473	-8992.560000
0.947368	4093.900697	-8991.680000
0.959649	4093.700580	-8991.040000
0.971930	4093.640649	-8990.680000
0.984211	4093.260651	-8989.280000
0.996491	4092.760721	-8987.240000
1.008772	4092.960806	-8987.960000
1.021053	4092.121015	-8984.680000
1.033333	4092.600992	-8961.920000
1.045614	4091.581528	-8983.040000
1.057895	4091.561247	-8951.240000
1.070175	4091.101216	-8981.200000
1.082456	4090.721090	-8970.880000
1.094737	4089.741874	-8974.040000
1.107018	4089.341624	-8972.040000
1.119298	4088.662652	-8966.600000
1.131579	4087.902254	-8963.760000
1.143860	4087.222240	-8956.480000
1.156140	4086.502226	-8956.320000
1.168421	4086.182389	-8959.440000
1.192982	4084.043183	-8948.520000
1.180702	4084.302824	-8950.440000
1.205263	4083.064393	-8950.840000
1.217544	4082.864068	-8942.680000
1.229825	4082.043527	-8943.880000
1.242105	4080.623938	-8938.720000
1.254386	4078.923799	-8928.120000
1.266667	4078.984153	-8930.280000
1.278947	4076.925812	-8927.520000
1.291228	4075.966438	-8924.080000
1.303509	4074.967062	-8915.880000
1.315789	4072.987685	-8901.400000
1.328070	4069.887261	-8887.920000
1.340351	4069.570877	-8869.720000
1.352632	4066.929908	-8848.960000
1.364912	4066.648704	-8879.160000
1.377193	4063.929862	-8857.320000
1.389474	4063.770230	-8831.160000
1.401754	4059.130764	-8789.320000
1.414035	4060.792194	-8869.040000
1.426316	4057.635021	-8848.920000
1.438596	4053.675828	-8818.480000
1.450877	4052.176699	-8825.760000
1.463158	4049.996736	-8783.640000
1.475439	4045.675988	-8788.640000
1.487719	4043.978586	-8776.240000
1.500000	4039.364133	-8780.520000
1.512281	4039.660926	-8776.480000
1.524561	4037.477287	-8754.800000
1.536842	4033.205202	-8765.760000
1.549123	4025.308207	-8724.960000
1.561404	4027.042165	-8739.320000
1.573684	4021.307529	-8692.960000
1.598246	4012.975400	-8690.240000
1.585965	4016.408630	-8703.600000
1.610526	4010.791353	-8655.800000
1.622807	4005.532249	-8639.680000
1.635088	3999.887478	-8642.680000
1.647368	3993.114649	-8593.320000
1.659649	3991.021198	-8593.320000
1.671930	3985.568517	-8601.360000
1.684211	3980.755662	-8555.840000
1.696491	3972.398354	-8539.680000
1.708772	3966.960907	-8519.880000
1.721053	3962.617388	-8509.960000
1.733333	3958.344881	-8486.720000
1.745614	3952.338725	-8496.720000
1.757895	3943.752720	-8449.120000
1.770175	3938.889153	-8452.760000
1.782456	3926.934092	-8396.520000
1.794737	3925.985155	-8391.720000
1.807018	3917.505706	-8338.880000
1.819298	3903.370795	-8352.720000
1.831579	3892.447420	-8240.480000
1.843860	3895.774475	-8243.760000
1.856140	3880.435754	-8268.400000
1.868421	3880.774515	-8252.080000
1.880702	3857.573465	-8095.680000
1.892982	3849.844641	-8181.520000
1.905263	3840.394553	-8152.200000
1.917544	3824.722019	-8118.320000
1.929825	3813.595558	-8056.280000
1.942105	3814.532422	-8039.240000
1.954386	3784.649712	-7972.360000
1.966667	3779.189638	-7898.760000
1.978947	3759.807117	-7922.240000
1.991228	3750.387729	-7926.440000
2.003509	3720.090612	-7826.040000
2.015789	3703.574409	-7761.720000
2.028070	3691.750062	-7765.200000
2.040351	3669.347146	-7744.040000
2.052632	3640.686199	-7663.800000
2.064912	3638.528747	-7681.880000
2.077193	3596.238257	-7535.160000
2.101754	3558.130329	-7426.440000
